id,label,properties
345,command,"{""﻿commandment_number"": ""345"", ""commandment_concept"": ""Offer only animals which are at least eight days old "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 22:27"", ""scripture_english"": ""\""When an ox or a sheep or a goat is born, it shall remain seven days with its mother, and from the eighth day on it shall be accepted as a sacrifice of an offering by fire to the LORD."", ""scripture_hebrew"": ""כז שׁוֹר אוֹ-כֶשֶׂב אוֹ-עֵז כִּי יִוָּלֵד, וְהָיָה שִׁבְעַת יָמִים תַּחַת אִמּוֹ; וּמִיּוֹם הַשְּׁמִינִי, וָהָלְאָה, יֵרָצֶה, לְקָרְבַּן אִשֶּׁה לַיהוָה."", ""scripture_greek"": ""27 Μόσχον ἢ πρόβατον ἢ αἶγα, ὡς ἂν τεχθῇ, καὶ ἔσται ἑπτὰ ἡμέρας ὑπὸ τὴν μητέρα, τῇ δὲ ἡμέρᾳ τῇ ὀγδόῃ καὶ ἐπέκεινα δεχθήσεται εἰς δῶρα, κάρπωμα κυρίῳ.  "", ""scripture_parashah"": ""Emor"", ""sefer_hachinuch_number"": ""293"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Things Forbidden on the Altar"", ""p119f_category"": ""Sacrifices and Offerings""}"
346,command,"{""﻿commandment_number"": ""346"", ""commandment_concept"": ""Do not offer animals bought with the wages of a harlot or the wages of a dog"", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 23:18"", ""scripture_english"": ""\""You shall not bring the hire of a harlot or the wages of a dog into the house of the LORD your God for any votive offering, for both of these are an abomination to the LORD your God."", ""scripture_hebrew"": ""  לֹא־תָבִיא אֶתְנַן זוֹנָה וּמְחִיר כֶּלֶב בֵּית יְהוָה אֱלֹהֶיךָ לְכָל־נֶדֶר כִּי תוֹעֲבַת יְהוָה אֱלֹהֶיךָ גַּם־שְׁנֵיהֶם׃ ‬"", ""scripture_greek"": ""23:19 οὐ προσοίσεις μίσθωμα πόρνης οὐδὲ ἄλλαγμα κυνὸς εἰς τὸν οἶκον κυρίου τοῦ θεοῦ σου πρὸς πᾶσαν εὐχήν ὅτι βδέλυγμα κυρίῳ τῷ θεῷ σού ἐστιν καὶ ἀμφότερα"", ""scripture_parashah"": ""Ki Tetze"", ""sefer_hachinuch_number"": """", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Things Forbidden on the Altar"", ""p119f_category"": ""Sacrifices and Offerings""}"
347,command,"{""﻿commandment_number"": ""347"", ""commandment_concept"": ""Do not burn honey or yeast on the altar "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 2:11"", ""scripture_english"": ""'No grain offering, which you bring to the LORD, shall be made with leaven, for you shall not offer up in smoke any leaven or any honey as an offering by fire to the LORD."", ""scripture_hebrew"": ""יא כָּל-הַמִּנְחָה, אֲשֶׁר תַּקְרִיבוּ לַיהוָה--לֹא תֵעָשֶׂה, חָמֵץ: כִּי כָל-שְׂאֹר וְכָל-דְּבַשׁ, לֹא-תַקְטִירוּ מִמֶּנּוּ אִשֶּׁה לַיהוָה."", ""scripture_greek"": ""11 Πᾶσαν θυσίαν, ἣν ἂν προσφέρητε κυρίῳ, οὐ ποιήσετε ζυμωτόν· πᾶσαν γὰρ ζύμην καὶ πᾶν μέλι, οὐ προσοίσετε ἀπ᾿ αὐτοῦ καρπῶσαι κυρίῳ.  "", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""117"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Things Forbidden on the Altar"", ""p119f_category"": ""Sacrifices and Offerings""}"
348,command,"{""﻿commandment_number"": ""348"", ""commandment_concept"": ""Salt all sacrifices "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 2:13"", ""scripture_english"": ""'Every grain offering of yours, moreover, you shall season with salt, so that the salt of the covenant of your God shall not be lacking from your grain offering; with all your offerings you shall offer salt."", ""scripture_hebrew"": ""יג וְכָל-קָרְבַּן מִנְחָתְךָ, בַּמֶּלַח תִּמְלָח, וְלֹא תַשְׁבִּית מֶלַח בְּרִית אֱלֹהֶיךָ, מֵעַל מִנְחָתֶךָ; עַל כָּל-קָרְבָּנְךָ, תַּקְרִיב מֶלַח. {ס}"", ""scripture_greek"": ""13 καὶ πᾶν δῶρον θυσίας ὑμῶν ἁλὶ ἁλισθήσεται· οὐ διαπαύσετε ἅλα διαθήκης κυρίου ἀπὸ θυσιασμάτων ὑμῶν, ἐπὶ παντὸς δώρου ὑμῶν προσοίσετε κυρίῳ τῷ θεῷ ὑμῶν ἅλας. --  "", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""119"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Things Forbidden on the Altar"", ""p119f_category"": ""Sacrifices and Offerings""}"
349,command,"{""﻿commandment_number"": ""349"", ""commandment_concept"": ""Do not omit the salt from sacrifices "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 2:13"", ""scripture_english"": ""'Every grain offering of yours, moreover, you shall season with salt, so that the salt of the covenant of your God shall not be lacking from your grain offering; with all your offerings you shall offer salt."", ""scripture_hebrew"": ""  וְכָל־קָרְבַּן מִנְחָתְךָ בַּמֶּלַח תִּמְלָח וְלֹא תַשְׁבִּית מֶלַח בְּרִית אֱלֹהֶיךָ מֵעַל מִנְחָתֶךָ עַל כָּל־קָרְבָּנְךָ תַּקְרִיב מֶלַח׃ ס ‬"", ""scripture_greek"": ""καὶ πᾶν δῶρον θυσίας ὑμῶν ἁλὶ ἁλισθήσεται οὐ διαπαύσετε ἅλα διαθήκης κυρίου ἀπὸ θυσιασμάτων ὑμῶν ἐπὶ παντὸς δώρου ὑμῶν προσοίσετε κυρίῳ τῷ θεῷ ὑμῶν ἅλας"", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""118"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Things Forbidden on the Altar"", ""p119f_category"": ""Sacrifices and Offerings""}"
350,command,"{""﻿commandment_number"": ""350"", ""commandment_concept"": ""Carry out the procedure of the burnt offering as prescribed in the Law "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 1:3"", ""scripture_english"": ""'If his offering is a burnt offering from the herd, he shall offer it, a male without defect; he shall offer it at the doorway of the tent of meeting, that he may be accepted before the LORD."", ""scripture_hebrew"": ""ג אִם-עֹלָה קָרְבָּנוֹ מִן-הַבָּקָר, זָכָר תָּמִים יַקְרִיבֶנּוּ; אֶל-פֶּתַח אֹהֶל מוֹעֵד, יַקְרִיב אֹתוֹ, לִרְצֹנוֹ, לִפְנֵי יְהוָה."", ""scripture_greek"": ""3 ἐὰν ὁλοκαύτωμα τὸ δῶρον αὐτοῦ ἐκ τῶν βοῶν, ἄρσεν ἄμωμον προσάξει· πρὸς τὴν θύραν τῆς σκηνῆς τοῦ μαρτυρίου προσοίσει αὐτὸ δεκτὸν ἐναντίον κυρίου.  "", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""115"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
351,command,"{""﻿commandment_number"": ""351"", ""commandment_concept"": ""Do not eat the meat of an offering away from the Temple "", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 12:17"", ""scripture_english"": ""\""You are not allowed to eat within your gates the tithe of your grain or new wine or oil, or the firstborn of your herd or flock, or any of your votive offerings which you vow, or your freewill offerings, or the contribution of your hand."", ""scripture_hebrew"": ""יז לֹא-תוּכַל לֶאֱכֹל בִּשְׁעָרֶיךָ, מַעְשַׂר דְּגָנְךָ וְתִירֹשְׁךָ וְיִצְהָרֶךָ, וּבְכֹרֹת בְּקָרְךָ, וְצֹאנֶךָ; וְכָל-נְדָרֶיךָ אֲשֶׁר תִּדֹּר, וְנִדְבֹתֶיךָ וּתְרוּמַת יָדֶךָ."", ""scripture_greek"": ""17 οὐ δυνήσῃ φαγεῖν ἐν ταῖς πόλεσίν σου τὸ ἐπιδέκατον τοῦ σίτου σου καὶ τοῦ οἴνου σου καὶ τοῦ ἐλαίου σου, τὰ πρωτότοκα τῶν βοῶν σου καὶ τῶν προβάτων σου καὶ πάσας εὐχάς, ὅσας ἂν εὔξησθε, καὶ τὰς ὁμολογίας ὑμῶν καὶ τὰς ἀπαρχὰς τῶν χειρῶν ὑμῶν,  "", ""scripture_parashah"": ""Re'eh"", ""sefer_hachinuch_number"": ""446"", ""mishneh_torah_book_number"": ""7"", ""mishneh_torah_book_name"": ""Seeds"", ""mishneh_torah_category"": ""Second Tithe and Fruit of the Fourth Year"", ""p119f_category"": ""Terumah and Tithes""}"
352,command,"{""﻿commandment_number"": ""352"", ""commandment_concept"": ""Carry out the procedure of the sin offering "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 6:25"", ""scripture_english"": ""\""Speak to Aaron and to his sons, saying, 'This is the law of the sin offering: in the place where the burnt offering is slain the sin offering shall be slain before the LORD; it is most holy."", ""scripture_hebrew"": ""יח דַּבֵּר אֶל-אַהֲרֹן וְאֶל-בָּנָיו לֵאמֹר, זֹאת תּוֹרַת הַחַטָּאת: בִּמְקוֹם אֲשֶׁר תִּשָּׁחֵט הָעֹלָה תִּשָּׁחֵט הַחַטָּאת, לִפְנֵי יְהוָה--קֹדֶשׁ קָדָשִׁים, הִוא."", ""scripture_greek"": ""(6:18) Λάλησον Ααρων καὶ τοῖς υἱοῖς αὐτοῦ λέγων Οὗτος ὁ νόμος τῆς ἁμαρτίας· ἐν τόπῳ, οὗ σφάζουσιν τὸ ὁλοκαύτωμα, σφάξουσιν τὰ περὶ τῆς ἁμαρτίας ἔναντι κυρίου· ἅγια ἁγίων ἐστίν.  "", ""scripture_parashah"": ""Tzav"", ""sefer_hachinuch_number"": ""138"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
353,command,"{""﻿commandment_number"": ""353"", ""commandment_concept"": ""Do not eat the meat of the inner sin offering "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 6:23"", ""scripture_english"": ""\""So every grain offering of the priest shall be burned entirely. It shall not be eaten.\"""", ""scripture_hebrew"": ""טז וְכָל-מִנְחַת כֹּהֵן כָּלִיל תִּהְיֶה, לֹא תֵאָכֵל. {פ}"", ""scripture_greek"": ""(6:16) καὶ πᾶσα θυσία ἱερέως ὁλόκαυτος ἔσται καὶ οὐ βρωθήσεται.  "", ""scripture_parashah"": ""Tzav"", ""sefer_hachinuch_number"": ""139"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
354,command,"{""﻿commandment_number"": ""354"", ""commandment_concept"": ""Do not decapitate a fowl brought as a sin offering "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 5:8"", ""scripture_english"": ""He shall bring them to the priest, who shall offer first that which is for the sin offering and shall nip its head at the front of its neck, but he shall not sever it."", ""scripture_hebrew"": ""ח וְהֵבִיא אֹתָם אֶל-הַכֹּהֵן, וְהִקְרִיב אֶת-אֲשֶׁר לַחַטָּאת רִאשׁוֹנָה; וּמָלַק אֶת-רֹאשׁוֹ מִמּוּל עָרְפּוֹ, וְלֹא יַבְדִּיל."", ""scripture_greek"": ""8 καὶ οἴσει αὐτὰ πρὸς τὸν ἱερέα, καὶ προσάξει ὁ ἱερεὺς τὸ περὶ τῆς ἁμαρτίας πρότερον· καὶ ἀποκνίσει ὁ ἱερεὺς τὴν κεφαλὴν αὐτοῦ ἀπὸ τοῦ σφονδύλου καὶ οὐ διελεῖ·  "", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""124"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
355,command,"{""﻿commandment_number"": ""355"", ""commandment_concept"": ""Carry out the procedure of the guilt offering "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 7:1"", ""scripture_english"": ""'Now this is the law of the guilt offering; it is most holy."", ""scripture_hebrew"": ""א וְזֹאת תּוֹרַת, הָאָשָׁם: קֹדֶשׁ קָדָשִׁים, הוּא."", ""scripture_greek"": ""1 Καὶ οὗτος ὁ νόμος τοῦ κριοῦ τοῦ περὶ τῆς πλημμελείας· ἅγια ἁγίων ἐστίν.  "", ""scripture_parashah"": ""Tzav"", ""sefer_hachinuch_number"": ""140"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
356,command,"{""﻿commandment_number"": ""356"", ""commandment_concept"": ""The priests must eat the sacrificial meat in the Temple "", ""commandment_polarity"": ""P"", ""reference_id"": ""EXO 29:33"", ""scripture_english"": ""\""Thus they shall eat those things by which atonement was made at their ordination and consecration; but a layman shall not eat them, because they are holy."", ""scripture_hebrew"": ""לג וְאָכְלוּ אֹתָם אֲשֶׁר כֻּפַּר בָּהֶם, לְמַלֵּא אֶת-יָדָם לְקַדֵּשׁ אֹתָם; וְזָר לֹא-יֹאכַל, כִּי-קֹדֶשׁ הֵם."", ""scripture_greek"": ""33 ἔδονται αὐτά, ἐν οἷς ἡγιάσθησαν ἐν αὐτοῖς τελειῶσαι τὰς χεῖρας αὐτῶν ἁγιάσαι αὐτούς, καὶ ἀλλογενὴς οὐκ ἔδεται ἀπ᾿ αὐτῶν· ἔστιν γὰρ ἅγια.  "", ""scripture_parashah"": ""Tetzaveh"", ""sefer_hachinuch_number"": ""102"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
357,command,"{""﻿commandment_number"": ""357"", ""commandment_concept"": ""The priests must not eat the meat outside the Temple courtyard "", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 12:17"", ""scripture_english"": ""\""You are not allowed to eat within your gates the tithe of your grain or new wine or oil, or the firstborn of your herd or flock, or any of your votive offerings which you vow, or your freewill offerings, or the contribution of your hand."", ""scripture_hebrew"": ""  לֹא־תוּכַל לֶאֱכֹל בִּשְׁעָרֶיךָ מַעְשַׂר דְּגָנְךָ וְתִירֹשְׁךָ וְיִצְהָרֶךָ וּבְכֹרֹת בְּקָרְךָ וְצֹאנֶךָ וְכָל־נְדָרֶיךָ אֲשֶׁר תִּדֹּר וְנִדְבֹתֶיךָ וּתְרוּמַת יָדֶךָ׃ ‬"", ""scripture_greek"": ""οὐ δυνήσῃ φαγεῖν ἐν ταῖς πόλεσίν σου τὸ ἐπιδέκατον τοῦ σίτου σου καὶ τοῦ οἴνου σου καὶ τοῦ ἐλαίου σου τὰ πρωτότοκα τῶν βοῶν σου καὶ τῶν προβάτων σου καὶ πάσας εὐχάς ὅσας ἂν εὔξησθε καὶ τὰς ὁμολογίας ὑμῶν καὶ τὰς ἀπαρχὰς τῶν χειρῶν ὑμῶν"", ""scripture_parashah"": ""Re'eh"", ""sefer_hachinuch_number"": ""447"", ""mishneh_torah_book_number"": ""7"", ""mishneh_torah_book_name"": ""Seeds"", ""mishneh_torah_category"": ""Second Tithe and Fruit of the Fourth Year"", ""p119f_category"": ""Terumah and Tithes""}"
358,command,"{""﻿commandment_number"": ""358"", ""commandment_concept"": ""A non- priest must not eat certain sacrificial meat "", ""commandment_polarity"": ""N"", ""reference_id"": ""EXO 29:33"", ""scripture_english"": ""\""Thus they shall eat those things by which atonement was made at their ordination and consecration; but a layman shall not eat them, because they are holy."", ""scripture_hebrew"": ""  וְאָכְלוּ אֹתָם אֲשֶׁר כֻּפַּר בָּהֶם לְמַלֵּא אֶת־יָדָם לְקַדֵּשׁ אֹתָם וְזָר לֹא־יֹאכַל כִּי־קֹדֶשׁ הֵם׃ ‬"", ""scripture_greek"": ""ἔδονται αὐτά ἐν οἷς ἡγιάσθησαν ἐν αὐτοῖς τελειῶσαι τὰς χεῖρας αὐτῶν ἁγιάσαι αὐτούς καὶ ἀλλογενὴς οὐκ ἔδεται ἀπ' αὐτῶν ἔστιν γὰρ ἅγια"", ""scripture_parashah"": ""Tetzaveh"", ""sefer_hachinuch_number"": """", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
359,command,"{""﻿commandment_number"": ""359"", ""commandment_concept"": ""Follow the procedure of the peace offering "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 7:11"", ""scripture_english"": ""'Now this is the law of the sacrifice of peace offerings which shall be presented to the LORD."", ""scripture_hebrew"": ""יא וְזֹאת תּוֹרַת, זֶבַח הַשְּׁלָמִים, אֲשֶׁר יַקְרִיב, לַיהוָה."", ""scripture_greek"": ""11 Οὗτος ὁ νόμος θυσίας σωτηρίου, ἣν προσοίσουσιν κυρίῳ.  "", ""scripture_parashah"": ""Tzav"", ""sefer_hachinuch_number"": ""141"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
360,command,"{""﻿commandment_number"": ""360"", ""commandment_concept"": ""Do not eat the meat of minor sacrifices before sprinkling the blood "", ""commandment_polarity"": ""N"", ""reference_id"": ""DEU 12:15"", ""scripture_english"": ""\""However, you may slaughter and eat meat within any of your gates, whatever you desire, according to the blessing of the LORD your God which He has given you; the unclean and the clean may eat of it, as of the gazelle and the deer."", ""scripture_hebrew"": ""טו רַק בְּכָל-אַוַּת נַפְשְׁךָ תִּזְבַּח וְאָכַלְתָּ בָשָׂר, כְּבִרְכַּת יְהוָה אֱלֹהֶיךָ אֲשֶׁר נָתַן-לְךָ--בְּכָל-שְׁעָרֶיךָ; הַטָּמֵא וְהַטָּהוֹר יֹאכְלֶנּוּ, כַּצְּבִי וְכָאַיָּל."", ""scripture_greek"": ""15 ἀλλ᾿ ἢ ἐν πάσῃ ἐπιθυμίᾳ σου θύσεις καὶ φάγῃ κρέα κατὰ τὴν εὐλογίαν κυρίου τοῦ θεοῦ σου, ἣν ἔδωκέν σοι ἐν πάσῃ πόλει· ὁ ἀκάθαρτος ἐν σοὶ καὶ ὁ καθαρὸς ἐπὶ τὸ αὐτὸ φάγεται αὐτὸ ὡς δορκάδα ἢ ἔλαφον·  "", ""scripture_parashah"": ""Re'eh"", ""sefer_hachinuch_number"": ""448"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
361,command,"{""﻿commandment_number"": ""361"", ""commandment_concept"": ""Bring meal offerings as prescribed in the Torah "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 2:1"", ""scripture_english"": ""'Now when anyone presents a grain offering as an offering to the LORD, his offering shall be of fine flour, and he shall pour oil on it and put frankincense on it."", ""scripture_hebrew"": ""א וְנֶפֶשׁ, כִּי-תַקְרִיב קָרְבַּן מִנְחָה לַיהוָה--סֹלֶת, יִהְיֶה קָרְבָּנוֹ; וְיָצַק עָלֶיהָ שֶׁמֶן, וְנָתַן עָלֶיהָ לְבֹנָה."", ""scripture_greek"": ""1 Ἐὰν δὲ ψυχὴ προσφέρῃ δῶρον θυσίαν τῷ κυρίῳ, σεμίδαλις ἔσται τὸ δῶρον αὐτοῦ, καὶ ἐπιχεεῖ ἐπ᾿ αὐτὸ ἔλαιον καὶ ἐπιθήσει ἐπ᾿ αὐτὸ λίβανον· θυσία ἐστίν.  "", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""116"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
362,command,"{""﻿commandment_number"": ""362"", ""commandment_concept"": ""Do not put oil on the meal offerings of wrongdoers "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 5:11"", ""scripture_english"": ""'But if his means are insufficient for two turtledoves or two young pigeons, then for his offering for that which he has sinned, he shall bring the tenth of an ephah of fine flour for a sin offering; he shall not put oil on it or place incense on it, for it is a sin offering."", ""scripture_hebrew"": ""יא וְאִם-לֹא תַשִּׂיג יָדוֹ לִשְׁתֵּי תֹרִים, אוֹ לִשְׁנֵי בְנֵי-יוֹנָה--וְהֵבִיא אֶת-קָרְבָּנוֹ אֲשֶׁר חָטָא עֲשִׂירִת הָאֵפָה סֹלֶת, לְחַטָּאת; לֹא-יָשִׂים עָלֶיהָ שֶׁמֶן, וְלֹא-יִתֵּן עָלֶיהָ לְבֹנָה--כִּי חַטָּאת, הִוא."", ""scripture_greek"": ""11 ἐὰν δὲ μὴ εὑρίσκῃ αὐτοῦ ἡ χεὶρ ζεῦγος τρυγόνων ἢ δύο νεοσσοὺς περιστερῶν, καὶ οἴσει τὸ δῶρον αὐτοῦ περὶ οὗ ἥμαρτεν, τὸ δέκατον τοῦ οιφι σεμίδαλιν περὶ ἁμαρτίας· οὐκ ἐπιχεεῖ ἐπ᾿ αὐτὸ ἔλαιον οὐδὲ ἐπιθήσει ἐπ᾿ αὐτὸ λίβανον, ὅτι περὶ ἁμαρτίας ἐστίν·  "", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""125"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
363,command,"{""﻿commandment_number"": ""363"", ""commandment_concept"": ""Do not put frankincense on the meal offerings of wrongdoers "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 5:11"", ""scripture_english"": ""'But if his means are insufficient for two turtledoves or two young pigeons, then for his offering for that which he has sinned, he shall bring the tenth of an ephah of fine flour for a sin offering; he shall not put oil on it or place incense on it, for it is a sin offering."", ""scripture_hebrew"": ""  וְאִם־לֹא תַשִּׂיג יָדוֹ לִשְׁתֵּי תֹרִים אוֹ לִשְׁנֵי בְנֵי־יוֹנָה וְהֵבִיא אֶת־קָרְבָּנוֹ אֲשֶׁר חָטָא עֲשִׂירִת הָאֵפָה סֹלֶת לְחַטָּאת לֹא־יָשִׂים עָלֶיהָ שֶׁמֶן וְלֹא־יִתֵּן עָלֶיהָ לְבֹנָה כִּי חַטָּאת הִיא׃ ‬"", ""scripture_greek"": ""ἐὰν δὲ μὴ εὑρίσκῃ αὐτοῦ ἡ χεὶρ ζεῦγος τρυγόνων ἢ δύο νεοσσοὺς περιστερῶν καὶ οἴσει τὸ δῶρον αὐτοῦ περὶ οὗ ἥμαρτεν τὸ δέκατον τοῦ οιφι σεμίδαλιν περὶ ἁμαρτίας οὐκ ἐπιχεεῖ ἐπ' αὐτὸ ἔλαιον οὐδὲ ἐπιθήσει ἐπ' αὐτὸ λίβανον ὅτι περὶ ἁμαρτίας ἐστίν"", ""scripture_parashah"": ""Vayikra"", ""sefer_hachinuch_number"": ""126"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
364,command,"{""﻿commandment_number"": ""364"", ""commandment_concept"": ""Do not eat the meal offering of a priest "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 6:16"", ""scripture_english"": ""'What is left of it Aaron and his sons are to eat. It shall be eaten as unleavened cakes in a holy place; they are to eat it in the court of the tent of meeting."", ""scripture_hebrew"": ""ט וְהַנּוֹתֶרֶת מִמֶּנָּה, יֹאכְלוּ אַהֲרֹן וּבָנָיו; מַצּוֹת תֵּאָכֵל בְּמָקוֹם קָדֹשׁ, בַּחֲצַר אֹהֶל-מוֹעֵד יֹאכְלוּהָ."", ""scripture_greek"": ""(6:9) τὸ δὲ καταλειφθὲν ἀπ᾿ αὐτῆς ἔδεται Ααρων καὶ οἱ υἱοὶ αὐτοῦ· ἄζυμα βρωθήσεται ἐν τόπῳ ἁγίῳ, ἐν αὐλῇ τῆς σκηνῆς τοῦ μαρτυρίου ἔδονται αὐτήν.  "", ""scripture_parashah"": ""Tzav"", ""sefer_hachinuch_number"": ""137"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
365,command,"{""﻿commandment_number"": ""365"", ""commandment_concept"": ""Do not bake a meal offering as leavened bread "", ""commandment_polarity"": ""N"", ""reference_id"": ""LEV 6:17"", ""scripture_english"": ""'It shall not be baked with leaven. I have given it as their share from My offerings by fire; it is most holy, like the sin offering and the guilt offering."", ""scripture_hebrew"": ""י לֹא תֵאָפֶה חָמֵץ, חֶלְקָם נָתַתִּי אֹתָהּ מֵאִשָּׁי; קֹדֶשׁ קָדָשִׁים הִוא, כַּחַטָּאת וְכָאָשָׁם."", ""scripture_greek"": ""(6:10) οὐ πεφθήσεται ἐζυμωμένη· μερίδα αὐτὴν ἔδωκα αὐτοῖς ἀπὸ τῶν καρπωμάτων κυρίου· ἅγια ἁγίων ὥσπερ τὸ τῆς ἁμαρτίας καὶ ὥσπερ τὸ τῆς πλημμελείας.  "", ""scripture_parashah"": ""Tzav"", ""sefer_hachinuch_number"": ""135"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
366,command,"{""﻿commandment_number"": ""366"", ""commandment_concept"": ""The priests must eat the remains of the meal offerings "", ""commandment_polarity"": ""P"", ""reference_id"": ""LEV 6:16"", ""scripture_english"": ""'What is left of it Aaron and his sons are to eat. It shall be eaten as unleavened cakes in a holy place; they are to eat it in the court of the tent of meeting."", ""scripture_hebrew"": ""  וְהַנּוֹתֶרֶת מִמֶּנָּה יֹאכְלוּ אַהֲרֹן וּבָנָיו מַצּוֹת תֵּאָכֵל בְּמָקוֹם קָדֹשׁ בַּחֲצַר אֹהֶל־מוֹעֵד יֹאכְלוּהָ׃ ‬"", ""scripture_greek"": ""6:9 τὸ δὲ καταλειφθὲν ἀπ' αὐτῆς ἔδεται ααρων καὶ οἱ υἱοὶ αὐτοῦ ἄζυμα βρωθήσεται ἐν τόπῳ ἁγίῳ ἐν αὐλῇ τῆς σκηνῆς τοῦ μαρτυρίου ἔδονται αὐτήν"", ""scripture_parashah"": ""Tzav"", ""sefer_hachinuch_number"": ""134"", ""mishneh_torah_book_number"": ""8"", ""mishneh_torah_book_name"": ""Service"", ""mishneh_torah_category"": ""Sacrificial Procedures"", ""p119f_category"": ""Sacrifices and Offerings""}"
